web-scraper-order,web-scraper-start-url,phoneBrand,phoneBrand-href,mainSelector,mainSelector-href,phoneName,phoneImage-src
"1692804773-1","https://www.gsmarena.com/","Panasonic","https://www.gsmarena.com/panasonic-phones-6.php","Eluga A3 Pro","https://www.gsmarena.com/panasonic_eluga_a3_pro-8813.php","Panasonic Eluga A3 Pro","https://fdn2.gsmarena.com/vv/bigpic/panasonic-eluga-a3-pro.jpg"
"1692804776-2","https://www.gsmarena.com/","Panasonic","https://www.gsmarena.com/panasonic-phones-6.php","Eluga I2 Activ","https://www.gsmarena.com/panasonic_eluga_i2_activ-8816.php","Panasonic Eluga I2 Activ","https://fdn2.gsmarena.com/vv/bigpic/panasonic-l2-activ.jpg"
"1692804779-3","https://www.gsmarena.com/","Panasonic","https://www.gsmarena.com/panasonic-phones-6.php","P9","https://www.gsmarena.com/panasonic_p9-8851.php","Panasonic P9","https://fdn2.gsmarena.com/vv/bigpic/panasonic-p9.jpg"
"1692804782-4","https://www.gsmarena.com/","Panasonic","https://www.gsmarena.com/panasonic-phones-6.php","Eluga Ray 700","https://www.gsmarena.com/panasonic_eluga_ray_700-8869.php","Panasonic Eluga Ray 700","https://fdn2.gsmarena.com/vv/bigpic/panasonic-eluga-ray-700.jpg"
"1692804785-5","https://www.gsmarena.com/","Panasonic","https://www.gsmarena.com/panasonic-phones-6.php","Eluga Ray 500","https://www.gsmarena.com/panasonic_eluga_ray_500-8870.php","Panasonic Eluga Ray 500","https://fdn2.gsmarena.com/vv/bigpic/panasonic-eluga-ray-500.jpg"
"1692804788-6","https://www.gsmarena.com/","Panasonic","https://www.gsmarena.com/panasonic-phones-6.php","Eluga I4","https://www.gsmarena.com/panasonic_eluga_i4-8875.php","Panasonic Eluga I4","https://fdn2.gsmarena.com/vv/bigpic/panasonic-eluga-i4.jpg"
"1692804791-7","https://www.gsmarena.com/","Panasonic","https://www.gsmarena.com/panasonic-phones-6.php","P99","https://www.gsmarena.com/panasonic_p99-8878.php","Panasonic P99","https://fdn2.gsmarena.com/vv/bigpic/panasonic-p99.jpg"
"1692804794-8","https://www.gsmarena.com/","Panasonic","https://www.gsmarena.com/panasonic-phones-6.php","Eluga A4","https://www.gsmarena.com/panasonic_eluga_a4-8931.php","Panasonic Eluga A4","https://fdn2.gsmarena.com/vv/bigpic/panasonic-eluga-a4.jpg"
"1692804798-9","https://www.gsmarena.com/","Panasonic","https://www.gsmarena.com/panasonic-phones-6.php","Eluga I5","https://www.gsmarena.com/panasonic_eluga_i5-8932.php","Panasonic Eluga I5","https://fdn2.gsmarena.com/vv/bigpic/panasonic-eluga-l5.jpg"
"1692804802-10","https://www.gsmarena.com/","Panasonic","https://www.gsmarena.com/panasonic-phones-6.php","P91","https://www.gsmarena.com/panasonic_p91-8939.php","Panasonic P91","https://fdn2.gsmarena.com/vv/bigpic/panasonic-p91.jpg"
"1692804806-11","https://www.gsmarena.com/","Panasonic","https://www.gsmarena.com/panasonic-phones-6.php","Eluga C","https://www.gsmarena.com/panasonic_eluga_c-8954.php","Panasonic Eluga C","https://fdn2.gsmarena.com/vv/bigpic/panasonic-eluga-c.jpg"
"1692804810-12","https://www.gsmarena.com/","Panasonic","https://www.gsmarena.com/panasonic-phones-6.php","Eluga I9","https://www.gsmarena.com/panasonic_eluga_i9-8960.php","Panasonic Eluga I9","https://fdn2.gsmarena.com/vv/bigpic/panasonic-eluga-I9.jpg"
"1692804813-13","https://www.gsmarena.com/","Panasonic","https://www.gsmarena.com/panasonic-phones-6.php","P100","https://www.gsmarena.com/panasonic_p100-9062.php","Panasonic P100","https://fdn2.gsmarena.com/vv/bigpic/panasonic-p100-.jpg"
"1692804816-14","https://www.gsmarena.com/","Panasonic","https://www.gsmarena.com/panasonic-phones-6.php","P101","https://www.gsmarena.com/panasonic_p101-9172.php","Panasonic P101","https://fdn2.gsmarena.com/vv/bigpic/panasonic-p101.jpg"
"1692804819-15","https://www.gsmarena.com/","Panasonic","https://www.gsmarena.com/panasonic-phones-6.php","Eluga Ray 550","https://www.gsmarena.com/panasonic_eluga_ray_550-9149.php","Panasonic Eluga Ray 550","https://fdn2.gsmarena.com/vv/bigpic/panasonic-eluga-ray-550-new.jpg"
"1692804822-16","https://www.gsmarena.com/","Panasonic","https://www.gsmarena.com/panasonic-phones-6.php","Eluga I7","https://www.gsmarena.com/panasonic_eluga_i7-9176.php","Panasonic Eluga I7","https://fdn2.gsmarena.com/vv/bigpic/panasonic-eluga-l7-.jpg"
"1692804825-17","https://www.gsmarena.com/","Panasonic","https://www.gsmarena.com/panasonic-phones-6.php","P95","https://www.gsmarena.com/panasonic_p95-9192.php","Panasonic P95","https://fdn2.gsmarena.com/vv/bigpic/panasonic-p95-.jpg"
"1692804828-18","https://www.gsmarena.com/","Panasonic","https://www.gsmarena.com/panasonic-phones-6.php","P90","https://www.gsmarena.com/panasonic_p90-9245.php","Panasonic P90","https://fdn2.gsmarena.com/vv/bigpic/panasonic-p90-.jpg"
"1692804831-19","https://www.gsmarena.com/","Panasonic","https://www.gsmarena.com/panasonic-phones-6.php","Eluga X1 Pro","https://www.gsmarena.com/panasonic_eluga_x1_pro-9356.php","Panasonic Eluga X1 Pro","https://fdn2.gsmarena.com/vv/bigpic/panasonic-eluga-x1-pro.jpg"
"1692804834-20","https://www.gsmarena.com/","Panasonic","https://www.gsmarena.com/panasonic-phones-6.php","Eluga Ray 600","https://www.gsmarena.com/panasonic_eluga_ray_600-9362.php","Panasonic Eluga Ray 600","https://fdn2.gsmarena.com/vv/bigpic/panasonic-eluga-ray-600.jpg"
"1692804837-21","https://www.gsmarena.com/","Panasonic","https://www.gsmarena.com/panasonic-phones-6.php","Eluga Ray 530","https://www.gsmarena.com/panasonic_eluga_ray_530-9376.php","Panasonic Eluga Ray 530","https://fdn2.gsmarena.com/vv/bigpic/panasonic-eluga-ray-530.jpg"
"1692804841-22","https://www.gsmarena.com/","Panasonic","https://www.gsmarena.com/panasonic-phones-6.php","Eluga Z1 Pro","https://www.gsmarena.com/panasonic_eluga_z1_pro-9383.php","Panasonic Eluga Z1 Pro","https://fdn2.gsmarena.com/vv/bigpic/panasonic-eluga-z1-pro.jpg"
"1692804844-23","https://www.gsmarena.com/","Panasonic","https://www.gsmarena.com/panasonic-phones-6.php","P85 Nxt","https://www.gsmarena.com/panasonic_p85_nxt-9389.php","Panasonic P85 Nxt","https://fdn2.gsmarena.com/vv/bigpic/panasonic-p85-.jpg"
"1692804847-24","https://www.gsmarena.com/","Panasonic","https://www.gsmarena.com/panasonic-phones-6.php","Eluga Ray 800","https://www.gsmarena.com/panasonic_eluga_ray_800-9618.php","Panasonic Eluga Ray 800","https://fdn2.gsmarena.com/vv/bigpic/panasonic-ray-800.jpg"
"1692804855-25","https://www.gsmarena.com/","Panasonic","https://www.gsmarena.com/panasonic-phones-6.php","Eluga I7 (2019)","https://www.gsmarena.com/panasonic_eluga_i7_(2019)-9756.php","Panasonic Eluga I7 (2019)","https://fdn2.gsmarena.com/vv/bigpic/panasonic-eluga-i7-2019-enterprise-edition.jpg"
"1692804865-26","https://www.gsmarena.com/","TCL","https://www.gsmarena.com/tcl-phones-123.php","205","https://www.gsmarena.com/tcl_205-12016.php","TCL 205","https://fdn2.gsmarena.com/vv/bigpic/tcl-205.jpg"
"1692804869-27","https://www.gsmarena.com/","TCL","https://www.gsmarena.com/tcl-phones-123.php","305","https://www.gsmarena.com/tcl_305-11341.php","TCL 305","https://fdn2.gsmarena.com/vv/bigpic/tcl-305.jpg"
"1692804873-28","https://www.gsmarena.com/","TCL","https://www.gsmarena.com/tcl-phones-123.php","306","https://www.gsmarena.com/tcl_306-11717.php","TCL 306","https://fdn2.gsmarena.com/vv/bigpic/tcl-306-2022.jpg"
"1692804876-29","https://www.gsmarena.com/","TCL","https://www.gsmarena.com/tcl-phones-123.php","30E","https://www.gsmarena.com/tcl_30e-11383.php","TCL 30E","https://fdn2.gsmarena.com/vv/bigpic/tcl-30e.jpg"
"1692804880-30","https://www.gsmarena.com/","TCL","https://www.gsmarena.com/tcl-phones-123.php","30 SE","https://www.gsmarena.com/tcl_30_se-11384.php","TCL 30 SE","https://fdn2.gsmarena.com/vv/bigpic/tcl-30se.jpg"
"1692804883-31","https://www.gsmarena.com/","TCL","https://www.gsmarena.com/tcl-phones-123.php","30","https://www.gsmarena.com/tcl_30-11385.php","TCL 30","https://fdn2.gsmarena.com/vv/bigpic/tcl-30.jpg"
"1692804886-32","https://www.gsmarena.com/","TCL","https://www.gsmarena.com/tcl-phones-123.php","30+","https://www.gsmarena.com/tcl_30+-11386.php","TCL 30+","https://fdn2.gsmarena.com/vv/bigpic/tcl-30-plus.jpg"
"1692804889-33","https://www.gsmarena.com/","TCL","https://www.gsmarena.com/tcl-phones-123.php","30 5G","https://www.gsmarena.com/tcl_30_5g-11387.php","TCL 30 5G","https://fdn2.gsmarena.com/vv/bigpic/tcl-30-5g.jpg"
"1692804892-34","https://www.gsmarena.com/","TCL","https://www.gsmarena.com/tcl-phones-123.php","Tab 10 HD 4G","https://www.gsmarena.com/tcl_tab_10_hd_4g-11393.php","TCL Tab 10 HD 4G","https://fdn2.gsmarena.com/vv/bigpic/tcl-tab-10-hd-4g.jpg"
"1692804895-35","https://www.gsmarena.com/","TCL","https://www.gsmarena.com/tcl-phones-123.php","Tab 10s 5G","https://www.gsmarena.com/tcl_tab_10s_5g-11392.php","TCL Tab 10s 5G","https://fdn2.gsmarena.com/vv/bigpic/tcl-tab-10s-5g.jpg"
"1692804904-36","https://www.gsmarena.com/","TCL","https://www.gsmarena.com/tcl-phones-123.php","Stylus","https://www.gsmarena.com/tcl_stylus-11604.php","TCL Stylus","https://fdn2.gsmarena.com/vv/bigpic/tcl-stylus-5g.jpg"
"1692804907-37","https://www.gsmarena.com/","TCL","https://www.gsmarena.com/tcl-phones-123.php","40R","https://www.gsmarena.com/tcl_40r-11971.php","TCL 40R","https://fdn2.gsmarena.com/vv/bigpic/tcl-40r-5g.jpg"
"1692804910-38","https://www.gsmarena.com/","TCL","https://www.gsmarena.com/tcl-phones-123.php","30 XL","https://www.gsmarena.com/tcl_30_xl-11983.php","TCL 30 XL","https://fdn2.gsmarena.com/vv/bigpic/tcl-30-xl.jpg"
"1692804924-39","https://www.gsmarena.com/","TCL","https://www.gsmarena.com/tcl-phones-123.php","405","https://www.gsmarena.com/tcl_405-11987.php","TCL 405","https://fdn2.gsmarena.com/vv/bigpic/tcl-405.jpg"
"1692804928-40","https://www.gsmarena.com/","TCL","https://www.gsmarena.com/tcl-phones-123.php","NxtPaper 12 Pro","https://www.gsmarena.com/tcl_nxtpaper_12_pro-12062.php","TCL NxtPaper 12 Pro","https://fdn2.gsmarena.com/vv/bigpic/tcl-nxtpaper-12-pro.jpg"
"1692804931-41","https://www.gsmarena.com/","TCL","https://www.gsmarena.com/tcl-phones-123.php","403","https://www.gsmarena.com/tcl_403-12061.php","TCL 403","https://fdn2.gsmarena.com/vv/bigpic/tcl-403.jpg"
"1692804935-42","https://www.gsmarena.com/","TCL","https://www.gsmarena.com/tcl-phones-123.php","408","https://www.gsmarena.com/tcl_408-12060.php","TCL 408","https://fdn2.gsmarena.com/vv/bigpic/tcl-408.jpg"
"1692804938-43","https://www.gsmarena.com/","TCL","https://www.gsmarena.com/tcl-phones-123.php","40 SE","https://www.gsmarena.com/tcl_40_se-12058.php","TCL 40 SE","https://fdn2.gsmarena.com/vv/bigpic/tcl-40-se.jpg"
"1692804941-44","https://www.gsmarena.com/","TCL","https://www.gsmarena.com/tcl-phones-123.php","Ion X","https://www.gsmarena.com/tcl_ion_x-12095.php","TCL Ion X","https://fdn2.gsmarena.com/vv/bigpic/tcl-ion-x.jpg"
"1692804945-45","https://www.gsmarena.com/","TCL","https://www.gsmarena.com/tcl-phones-123.php","406","https://www.gsmarena.com/tcl_406-12147.php","TCL 406","https://fdn2.gsmarena.com/vv/bigpic/tcl-408.jpg"
"1692804948-46","https://www.gsmarena.com/","TCL","https://www.gsmarena.com/tcl-phones-123.php","NxtPaper 11","https://www.gsmarena.com/tcl_nxtpaper_11-12145.php","TCL NxtPaper 11","https://fdn2.gsmarena.com/vv/bigpic/tcl-nxtpaper-11.jpg"
"1692804951-47","https://www.gsmarena.com/","TCL","https://www.gsmarena.com/tcl-phones-123.php","Tab 11","https://www.gsmarena.com/tcl_tab_11-12146.php","TCL Tab 11","https://fdn2.gsmarena.com/vv/bigpic/tcl-nxtpaper-11.jpg"
"1692804961-48","https://www.gsmarena.com/","TCL","https://www.gsmarena.com/tcl-phones-123.php","40 XE","https://www.gsmarena.com/tcl_40_xe-12144.php","TCL 40 XE","https://fdn2.gsmarena.com/vv/bigpic/tcl-40-xe-.jpg"
"1692804964-49","https://www.gsmarena.com/","TCL","https://www.gsmarena.com/tcl-phones-123.php","40 X","https://www.gsmarena.com/tcl_40_x-12143.php","TCL 40 X","https://fdn2.gsmarena.com/vv/bigpic/tcl-40-x-.jpg"
"1692804969-50","https://www.gsmarena.com/","TCL","https://www.gsmarena.com/tcl-phones-123.php","40 XL","https://www.gsmarena.com/tcl_40_xl-12142.php","TCL 40 XL","https://fdn2.gsmarena.com/vv/bigpic/tcl-40-xl-.jpg"
"1692804978-51","https://www.gsmarena.com/","Itel","https://www.gsmarena.com/itel-phones-131.php","Smart Watch 1","https://www.gsmarena.com/itel_smart_watch_1-12504.php","itel Smart Watch 1","https://fdn2.gsmarena.com/vv/bigpic/itel-smart-watch-1.jpg"
"1692804983-52","https://www.gsmarena.com/","Itel","https://www.gsmarena.com/itel-phones-131.php","Smartwatch 1ES","https://www.gsmarena.com/itel_smartwatch_1es-12507.php","itel Smartwatch 1ES","https://fdn2.gsmarena.com/vv/bigpic/itel-smart-watch-1es.jpg"
"1692804987-53","https://www.gsmarena.com/","Itel","https://www.gsmarena.com/itel-phones-131.php","Smartwatch 1GS","https://www.gsmarena.com/itel_smartwatch_1gs-12508.php","itel Smartwatch 1GS","https://fdn2.gsmarena.com/vv/bigpic/itel-smart-watch-1gs.jpg"
"1692804991-54","https://www.gsmarena.com/","Itel","https://www.gsmarena.com/itel-phones-131.php","A25","https://www.gsmarena.com/itel_a25-12501.php","itel A25","https://fdn2.gsmarena.com/vv/bigpic/itel-a25.jpg"
"1692804994-55","https://www.gsmarena.com/","Itel","https://www.gsmarena.com/itel-phones-131.php","Vision 2","https://www.gsmarena.com/itel_vision_2-12500.php","itel Vision 2","https://fdn2.gsmarena.com/vv/bigpic/itel-vision-2.jpg"
"1692805000-56","https://www.gsmarena.com/","Itel","https://www.gsmarena.com/itel-phones-131.php","A23 Pro","https://www.gsmarena.com/itel_a23_pro-12499.php","itel A23 Pro","https://fdn2.gsmarena.com/vv/bigpic/itel-a23-pro.jpg"
"1692805003-57","https://www.gsmarena.com/","Itel","https://www.gsmarena.com/itel-phones-131.php","Vision 2S","https://www.gsmarena.com/itel_vision_2s-12498.php","itel Vision 2S","https://fdn2.gsmarena.com/vv/bigpic/itel-vision-2s.jpg"
"1692805006-58","https://www.gsmarena.com/","Itel","https://www.gsmarena.com/itel-phones-131.php","A48","https://www.gsmarena.com/itel_a48-12497.php","itel A48","https://fdn2.gsmarena.com/vv/bigpic/itel-a48.jpg"
"1692805011-59","https://www.gsmarena.com/","Itel","https://www.gsmarena.com/itel-phones-131.php","A49","https://www.gsmarena.com/itel_a49-12496.php","itel A49","https://fdn2.gsmarena.com/vv/bigpic/itel-a49.jpg"
"1692805015-60","https://www.gsmarena.com/","Itel","https://www.gsmarena.com/itel-phones-131.php","A27","https://www.gsmarena.com/itel_a27-12495.php","itel A27","https://fdn2.gsmarena.com/vv/bigpic/itel-a27.jpg"
"1692805018-61","https://www.gsmarena.com/","Itel","https://www.gsmarena.com/itel-phones-131.php","A23S","https://www.gsmarena.com/itel_a23s-12494.php","itel A23S","https://fdn2.gsmarena.com/vv/bigpic/itel-a23s.jpg"
"1692805021-62","https://www.gsmarena.com/","Itel","https://www.gsmarena.com/itel-phones-131.php","Vision 3","https://www.gsmarena.com/itel_vision_3-12493.php","itel Vision 3","https://fdn2.gsmarena.com/vv/bigpic/itel-vision3.jpg"
"1692805024-63","https://www.gsmarena.com/","Itel","https://www.gsmarena.com/itel-phones-131.php","Vision 3 Turbo","https://www.gsmarena.com/itel_vision_3_turbo-12492.php","itel Vision 3 Turbo","https://fdn2.gsmarena.com/vv/bigpic/itel-vision-3-turbo.jpg"
"1692805027-64","https://www.gsmarena.com/","Itel","https://www.gsmarena.com/itel-phones-131.php","A04","https://www.gsmarena.com/itel_a04-12491.php","itel A04","https://fdn2.gsmarena.com/vv/bigpic/itel-a04.jpg"
"1692805030-65","https://www.gsmarena.com/","Itel","https://www.gsmarena.com/itel-phones-131.php","A60","https://www.gsmarena.com/itel_a60-12490.php","itel A60","https://fdn2.gsmarena.com/vv/bigpic/itel-a60.jpg"
"1692805035-66","https://www.gsmarena.com/","Itel","https://www.gsmarena.com/itel-phones-131.php","P38","https://www.gsmarena.com/itel_p38-12489.php","itel P38","https://fdn2.gsmarena.com/vv/bigpic/itel-p38.jpg"
"1692805038-67","https://www.gsmarena.com/","Itel","https://www.gsmarena.com/itel-phones-131.php","P38 Pro","https://www.gsmarena.com/itel_p38_pro-12488.php","itel P38 Pro","https://fdn2.gsmarena.com/vv/bigpic/itel-p38-pro.jpg"
"1692805043-68","https://www.gsmarena.com/","Itel","https://www.gsmarena.com/itel-phones-131.php","S18","https://www.gsmarena.com/itel_s18-12487.php","itel S18","https://fdn2.gsmarena.com/vv/bigpic/itel-s18.jpg"
"1692805047-69","https://www.gsmarena.com/","Itel","https://www.gsmarena.com/itel-phones-131.php","A05s","https://www.gsmarena.com/itel_a05s-12486.php","itel A05s","https://fdn2.gsmarena.com/vv/bigpic/itel-a05s.jpg"
"1692805050-70","https://www.gsmarena.com/","Itel","https://www.gsmarena.com/itel-phones-131.php","A60s","https://www.gsmarena.com/itel_a60s-12485.php","itel A60s","https://fdn2.gsmarena.com/vv/bigpic/itel-a60s.jpg"
"1692805054-71","https://www.gsmarena.com/","Itel","https://www.gsmarena.com/itel-phones-131.php","P40","https://www.gsmarena.com/itel_p40-12481.php","itel P40","https://fdn2.gsmarena.com/vv/bigpic/itel-p40.jpg"
"1692805057-72","https://www.gsmarena.com/","Itel","https://www.gsmarena.com/itel-phones-131.php","Smart Watch 2","https://www.gsmarena.com/itel_smart_watch_2-12505.php","itel Smart Watch 2","https://fdn2.gsmarena.com/vv/bigpic/itel-smart-watch-2.jpg"
"1692805061-73","https://www.gsmarena.com/","Itel","https://www.gsmarena.com/itel-phones-131.php","Smartwatch 2ES","https://www.gsmarena.com/itel_smartwatch_2es-12506.php","itel Smartwatch 2ES","https://fdn2.gsmarena.com/vv/bigpic/itel-smart-watch-2es.jpg"
"1692805065-74","https://www.gsmarena.com/","Itel","https://www.gsmarena.com/itel-phones-131.php","Pad One","https://www.gsmarena.com/itel_pad_one-12502.php","itel Pad One","https://fdn2.gsmarena.com/vv/bigpic/itel-pad-one.jpg"
"1692805068-75","https://www.gsmarena.com/","Itel","https://www.gsmarena.com/itel-phones-131.php","P40+","https://www.gsmarena.com/itel_p40+-12480.php","itel P40+","https://fdn2.gsmarena.com/vv/bigpic/itel-p40-plus.jpg"
"1692805071-76","https://www.gsmarena.com/","Itel","https://www.gsmarena.com/itel-phones-131.php","S18 Pro","https://www.gsmarena.com/itel_s18_pro-12479.php","itel S18 Pro","https://fdn2.gsmarena.com/vv/bigpic/itel-s18-pro.jpg"
"1692805077-77","https://www.gsmarena.com/","Itel","https://www.gsmarena.com/itel-phones-131.php","S23","https://www.gsmarena.com/itel_s23-12478.php","itel S23","https://fdn2.gsmarena.com/vv/bigpic/itel-s23.jpg"
"1692805086-78","https://www.gsmarena.com/","Cubot","https://www.gsmarena.com/cubot-phones-130.php","N1","https://www.gsmarena.com/cubot_n1-12358.php","Cubot N1","https://fdn2.gsmarena.com/vv/bigpic/cubot-n1.jpg"
"1692805090-79","https://www.gsmarena.com/","Cubot","https://www.gsmarena.com/cubot-phones-130.php","C3","https://www.gsmarena.com/cubot_c3-12357.php","Cubot C3","https://fdn2.gsmarena.com/vv/bigpic/cubot-c3.jpg"
"1692805098-80","https://www.gsmarena.com/","Cubot","https://www.gsmarena.com/cubot-phones-130.php","C5","https://www.gsmarena.com/cubot_c5-12356.php","Cubot C5","https://fdn2.gsmarena.com/vv/bigpic/cubot-c5.jpg"
"1692805104-81","https://www.gsmarena.com/","Cubot","https://www.gsmarena.com/cubot-phones-130.php","C7","https://www.gsmarena.com/cubot_c7-12355.php","Cubot C7","https://fdn2.gsmarena.com/vv/bigpic/cubot-c7.jpg"
"1692805109-82","https://www.gsmarena.com/","Cubot","https://www.gsmarena.com/cubot-phones-130.php","C9","https://www.gsmarena.com/cubot_c9-12354.php","Cubot C9","https://fdn2.gsmarena.com/vv/bigpic/cubot-c9.jpg"
"1692805120-83","https://www.gsmarena.com/","Cubot","https://www.gsmarena.com/cubot-phones-130.php","Tab 10","https://www.gsmarena.com/cubot_tab_10-12353.php","Cubot Tab 10","https://fdn2.gsmarena.com/vv/bigpic/cubot-tab10.jpg"
"1692805123-84","https://www.gsmarena.com/","Cubot","https://www.gsmarena.com/cubot-phones-130.php","Quest Lite","https://www.gsmarena.com/cubot_quest_lite-12352.php","Cubot Quest Lite","https://fdn2.gsmarena.com/vv/bigpic/cubot-quest-lite.jpg"
"1692805127-85","https://www.gsmarena.com/","Cubot","https://www.gsmarena.com/cubot-phones-130.php","Quest","https://www.gsmarena.com/cubot_quest-12351.php","Cubot Quest","https://fdn2.gsmarena.com/vv/bigpic/cubot-quest.jpg"
"1692805131-86","https://www.gsmarena.com/","Cubot","https://www.gsmarena.com/cubot-phones-130.php","P30","https://www.gsmarena.com/cubot_p30-12350.php","Cubot P30","https://fdn2.gsmarena.com/vv/bigpic/cubot-p30.jpg"
"1692805134-87","https://www.gsmarena.com/","Cubot","https://www.gsmarena.com/cubot-phones-130.php","X20 Pro","https://www.gsmarena.com/cubot_x20_pro-12349.php","Cubot X20 Pro","https://fdn2.gsmarena.com/vv/bigpic/cubot-x20.jpg"
"1692805137-88","https://www.gsmarena.com/","Cubot","https://www.gsmarena.com/cubot-phones-130.php","X19","https://www.gsmarena.com/cubot_x19-12348.php","Cubot X19","https://fdn2.gsmarena.com/vv/bigpic/cubot-x19s.jpg"
"1692805150-89","https://www.gsmarena.com/","Cubot","https://www.gsmarena.com/cubot-phones-130.php","X19S","https://www.gsmarena.com/cubot_x19s-12347.php","Cubot X19S","https://fdn2.gsmarena.com/vv/bigpic/cubot-x19s.jpg"
"1692805154-90","https://www.gsmarena.com/","Cubot","https://www.gsmarena.com/cubot-phones-130.php","KingKong CS","https://www.gsmarena.com/cubot_kingkong_cs-12346.php","Cubot KingKong CS","https://fdn2.gsmarena.com/vv/bigpic/cubot-kingkong-cs.jpg"
"1692805158-91","https://www.gsmarena.com/","Cubot","https://www.gsmarena.com/cubot-phones-130.php","X20","https://www.gsmarena.com/cubot_x20-12345.php","Cubot X20","https://fdn2.gsmarena.com/vv/bigpic/cubot-x20.jpg"
"1692805162-92","https://www.gsmarena.com/","Cubot","https://www.gsmarena.com/cubot-phones-130.php","Note 20","https://www.gsmarena.com/cubot_note_20-12344.php","Cubot Note 20","https://fdn2.gsmarena.com/vv/bigpic/cubot-note20.jpg"
"1692805165-93","https://www.gsmarena.com/","Cubot","https://www.gsmarena.com/cubot-phones-130.php","P40","https://www.gsmarena.com/cubot_p40-12343.php","Cubot P40","https://fdn2.gsmarena.com/vv/bigpic/cubot-p40.jpg"
"1692805170-94","https://www.gsmarena.com/","Cubot","https://www.gsmarena.com/cubot-phones-130.php","X30","https://www.gsmarena.com/cubot_x30-12342.php","Cubot X30","https://fdn2.gsmarena.com/vv/bigpic/cubot-x30.jpg"
"1692805173-95","https://www.gsmarena.com/","Cubot","https://www.gsmarena.com/cubot-phones-130.php","C30","https://www.gsmarena.com/cubot_c30-12340.php","Cubot C30","https://fdn2.gsmarena.com/vv/bigpic/cubot-c30.jpg"
"1692805180-96","https://www.gsmarena.com/","Cubot","https://www.gsmarena.com/cubot-phones-130.php","Note 20 Pro","https://www.gsmarena.com/cubot_note_20_pro-12339.php","Cubot Note 20 Pro","https://fdn2.gsmarena.com/vv/bigpic/cubot-note20-pro.jpg"
"1692805183-97","https://www.gsmarena.com/","Cubot","https://www.gsmarena.com/cubot-phones-130.php","Note 7","https://www.gsmarena.com/cubot_note_7-12338.php","Cubot Note 7","https://fdn2.gsmarena.com/vv/bigpic/cubot-note-7.jpg"
"1692805186-98","https://www.gsmarena.com/","Cubot","https://www.gsmarena.com/cubot-phones-130.php","KingKong Mini 2","https://www.gsmarena.com/cubot_kingkong_mini_2-12337.php","Cubot KingKong Mini 2","https://fdn2.gsmarena.com/vv/bigpic/cubot-king-kong-mini2.jpg"
"1692805193-99","https://www.gsmarena.com/","Cubot","https://www.gsmarena.com/cubot-phones-130.php","J8","https://www.gsmarena.com/cubot_j8-12336.php","Cubot J8","https://fdn2.gsmarena.com/vv/bigpic/cubot-j8.jpg"
"1692805198-100","https://www.gsmarena.com/","Cubot","https://www.gsmarena.com/cubot-phones-130.php","C20","https://www.gsmarena.com/cubot_c20-12335.php","Cubot C20","https://fdn2.gsmarena.com/vv/bigpic/cubot-c20.jpg"
"1692805201-101","https://www.gsmarena.com/","Cubot","https://www.gsmarena.com/cubot-phones-130.php","KingKong 5 Pro","https://www.gsmarena.com/cubot_kingkong_5_pro-12334.php","Cubot KingKong 5 Pro","https://fdn2.gsmarena.com/vv/bigpic/cubot-king-kong5-pro.jpg"
"1692805210-102","https://www.gsmarena.com/","Cubot","https://www.gsmarena.com/cubot-phones-130.php","X50","https://www.gsmarena.com/cubot_x50-12333.php","Cubot X50","https://fdn2.gsmarena.com/vv/bigpic/cubot-x50.jpg"
"1692805213-103","https://www.gsmarena.com/","Cubot","https://www.gsmarena.com/cubot-phones-130.php","J9","https://www.gsmarena.com/cubot_j9-12332.php","Cubot J9","https://fdn2.gsmarena.com/vv/bigpic/cubot-j9.jpg"
"1692805216-104","https://www.gsmarena.com/","Cubot","https://www.gsmarena.com/cubot-phones-130.php","Note 9","https://www.gsmarena.com/cubot_note_9-12331.php","Cubot Note 9","https://fdn2.gsmarena.com/vv/bigpic/cubot-note9.jpg"
"1692805224-105","https://www.gsmarena.com/","Cubot","https://www.gsmarena.com/cubot-phones-130.php","KingKong 5","https://www.gsmarena.com/cubot_kingkong_5-12330.php","Cubot KingKong 5","https://fdn2.gsmarena.com/vv/bigpic/cubot-king-kong5.jpg"
"1692805227-106","https://www.gsmarena.com/","Cubot","https://www.gsmarena.com/cubot-phones-130.php","KingKong 7","https://www.gsmarena.com/cubot_kingkong_7-12329.php","Cubot KingKong 7","https://fdn2.gsmarena.com/vv/bigpic/cubot-king-kong7.jpg"
"1692805233-107","https://www.gsmarena.com/","Cubot","https://www.gsmarena.com/cubot-phones-130.php","Max 3","https://www.gsmarena.com/cubot_max_3-12327.php","Cubot Max 3","https://fdn2.gsmarena.com/vv/bigpic/cubot-max3.jpg"
"1692805236-108","https://www.gsmarena.com/","Cubot","https://www.gsmarena.com/cubot-phones-130.php","J10","https://www.gsmarena.com/cubot_j10-12326.php","Cubot J10","https://fdn2.gsmarena.com/vv/bigpic/cubot-j10.jpg"
"1692805241-109","https://www.gsmarena.com/","Cubot","https://www.gsmarena.com/cubot-phones-130.php","Tab 30","https://www.gsmarena.com/cubot_tab_30-12325.php","Cubot Tab 30","https://fdn2.gsmarena.com/vv/bigpic/cubot-tab30.jpg"
